Name,Price,Discount,Original_price,Description,Product_left
GIGABYTE Intel Core i5 12th Gen 12500H - (16 GB/1 TB SSD/Windows 11 Pro/8 GB Graphics/NVIDIA GeForce R...,129990,41% off,222750,Intel Core i5 Processor (12th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Carry-in Warranty,Top Discount of the Sale
HP OMEN Intel Core i7 13th Gen 13700HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,129990,26% off,176108,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 1 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
MSI Prestige 16 Studio AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) ...,129990,27% off,179990,Intel Core Ultra 7 Processor; 32 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 2 Year Carry-in Warranty,Top Discount of the Sale
Samsung Galaxy Book4 Pro Evo AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) NP960XGK...,129990,37% off,209289,Intel Core Ultra 7 Processor; 32 GB LPDDR5X RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Touchscreen Display; MS Office Home and Student 2021; 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,Top Discount of the Sale
MSI Pulse 15 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,129990,31% off,190990,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty,Top Discount of the Sale
Lenovo Legion 5 Intel Core i7 11th Gen 11800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA...,129990,10% off,145000,Intel Core i7 Processor (11th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Microsoft Office Home and Student 2019; 1 Year Onsite Warranty + 1 Year Legion Ultimate Support + 1 Year Accidental Damage Protection,Bank Offer
MSI Prestige Intel Core Ultra 7 258V - (32 GB/1 TB SSD/Windows 11 Home) A2VMG-023IN Thin and Light Lap...,129990,5% off,136990,Intel Core Ultra 7 Processor; 32 GB LPDDR5X RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 33.78 cm (13.3 inch) Display; Microsoft Office Home & Student 2021; 2 Year Onsite Warranty,Bank Offer
Lenovo Yoga Pro 7 3K OLED AI PC Full Metal Body Intel Core Ultra 9 285H - (32 GB/1 TB SSD/Windows 11 H...,129989,25% off,174890,"Intel Core Ultra 9 Processor; 32 GB LPDDR5X RAM; Windows 11 Home Operating System; 1 TB SSD; 35.56 cm (14 Inch) Touchscreen Display; Microsoft Office Home 2024, Lenovo AI Now; 1 Year Carry-in Warranty","Upto ₹22,000 Off on Exchange"
Lenovo Legion 5 Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,129690,29% off,184690,Intel Core i7 Processor (14th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; Office Home & Student 2021; 1Yr Warranty + 1 Yr Legion Ultimate Support and 1 Yr Accidental Damage Protection,"Upto ₹22,000 Off on Exchange"
Lenovo Yoga Slim 7 Qualcomm Snapdragon X Plus - (32 GB/1 TB SSD/Windows 11 Home) Yoga Slim 7 14Q8X9 Th...,129190,34% off,195890,Qualcomm Snapdragon X Plus Processor; 32 GB LPDDR5X RAM; Windows 11 Home Operating System; 1 TB SSD; 36.83 cm (14.5 Inch) Touchscreen Display; Office Home 2024; 1 Year On-Site Warranty,"Upto ₹22,000 Off on Exchange"
HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,128990,7% off,139389,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 40.89 cm (16.1 inch) Display; 1 Year Onsite Warranty,Bank Offer
Lenovo IdeaPad Pro 5 AMD Ryzen 7 Octa Core 8845HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,128590,26% off,174890,AMD Ryzen 7 Octa Core Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 1 Year Carry-in Warranty,"Upto ₹22,000 Off on Exchange"
Lenovo Workstation P16s Intel Core i7 12th Gen 1260P - (16 GB/1 TB SSD/Windows 11 Pro/4 GB Graphics) T...,128545,20% off,162373,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; 3 Year Premier Support,"Upto ₹22,000 Off on Exchange"
HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,128990,7% off,139389,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 40.89 cm (16.1 inch) Display; 1 Year Onsite Warranty,Bank Offer
Lenovo IdeaPad Pro 5 AMD Ryzen 7 Octa Core 8845HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,128590,26% off,174890,AMD Ryzen 7 Octa Core Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 1 Year Carry-in Warranty,"Upto ₹22,000 Off on Exchange"
Lenovo Workstation P16s Intel Core i7 12th Gen 1260P - (16 GB/1 TB SSD/Windows 11 Pro/4 GB Graphics) T...,128545,20% off,162373,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; 3 Year Premier Support,"Upto ₹22,000 Off on Exchange"
MSI Prestige 16Studio Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 16Stud...,126990,37% off,201990,Intel Core i7 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; 2 Year Carry-in Warranty,"Upto ₹25,000 Off on Exchange"
MICROSOFT Surface Pro (11th Edition) AI PC Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) ZHY-...,126990,5% off,134999,Snapdragon X Plus Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 512 GB SSD; 33.02 cm (13 Inch) Touchscreen Display; 1 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
Lenovo IdeaPad Pro 5 2K OLED AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap...,126190,14% off,146890,Intel Core Ultra 7 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,"Upto ₹22,000 Off on Exchange"
HP AMD Ryzen 7 Octa Core 6800H - (16 GB/1 TB HDD/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,126000,,126641,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 1 TB HDD|1 TB SSD; 40.89 cm (16.1 Inch) Display; 1 Year Onsite Warranty,Bank Offer
Samsung Galaxy Book3 Pro EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) NP...,125990,35% off,194990,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Display; 1 Year Onsite Warranty,Bank Offer
ASUS ROG Strix G16 with 90WHr Battery Intel HX-Series Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD...,125950,34% off,192667,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; 1 Year Onsite Warranty,Bank Offer
ASUS TUF Gaming F15 Intel Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVID...,125599,8% off,136990,Intel Core i7 Processor (11th Gen); 16 GB DDR4 RAM; 64 bit Windows 10 Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; 1 Year Onsite Warranty,Bank Offer
Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8M4HN/A,124990,19% off,154900,"Apple M3 Processor; 24 GB Unified Memory RAM; Mac OS Operating System; 512 GB SSD; 34.54 cm (13.6 Inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather; 1 Year Limited Warranty",Top Discount of the Sale
MSI Katana 15 Intel Core i9 13th Gen 13900H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,124990,30% off,179990,Intel Core i9 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Carry-in Warranty,Bank Offer
MICROSOFT Surface Pro (11th Edition) AI PC Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) ZHY-...,124990,7% off,134999,Snapdragon X Plus Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 512 GB SSD; 33.02 cm (13 Inch) Touchscreen Display; 1 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8P4HN/A,124990,19% off,154900,"Apple M3 Processor; 24 GB Unified Memory RAM; Mac OS Operating System; 512 GB SSD; 34.54 cm (13.6 Inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather; 1 Year Limited Warranty",Top Discount of the Sale
Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8N4HN/A,124990,19% off,154900,"Apple M3 Processor; 24 GB Unified Memory RAM; Mac OS Operating System; 512 GB SSD; 34.54 cm (13.6 Inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather; 1 Year Limited Warranty","Upto ₹22,000 Off on Exchange"
Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8Q4HN/A,124990,19% off,154900,"Apple M3 Processor; 24 GB Unified Memory RAM; Mac OS Operating System; 512 GB SSD; 34.54 cm (13.6 Inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos, Weather; 1 Year Limited Warranty",Top Discount of the Sale
Apple MacBook Air Apple M3 - (16 GB/512 GB SSD/macOS Sonoma) MXD43HN/A,124990,19% off,154900,"Apple M3 Processor; 16 GB Unified Memory RAM; Mac OS Operating System; 512 GB SSD; 38.1 cm (15 Inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos; 1 Year Onsite Warranty",Top Discount of the Sale
MSI Summit E16 Evo AI PC Intel Core Ultra 7 1st Gen 155H - (32 GB/1 TB SSD/Windows 11 Home) Summit E16...,124990,21% off,159990,Intel Core Ultra 7 Processor (1st Gen); 32 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Touchscreen Display; 2 Year Warranty Term,Lowest price since launch
Apple MacBook Air Apple M4 - (16 GB/256 GB SSD/macOS Sequoia) MW1J3HN/A,124900,,,"Apple M4 Processor; 16 GB Unified Memory RAM; Mac OS Operating System; 256 GB SSD; 38.86 cm (15.3 inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather; 1 Year Limited Warranty","Upto ₹22,000 Off on Exchange"
Apple MacBook Air Apple M4 - (16 GB/256 GB SSD/macOS Sequoia) MC7A4HN/A,124900,,,"Apple M4 Processor; 16 GB Unified Memory RAM; Mac OS Operating System; 256 GB SSD; 38.86 cm (15.3 inch) Display; Built-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather; 1 Year Limited Warranty","Upto ₹22,000 Off on Exchange"
HP Intel Core i7 13th Gen 13700HX - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX...,123990,29% off,174990,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 43.94 cm (17.3 Inch) Display; 1 Year Onsite Warranty,Bank Offer
ASUS Vivobook AI PC Intel Core Ultra 9 185H - (16 GB/1 TB SSD/Windows 11 Home) S5606MA-MX951WS Thin an...,123899,22% off,158990,Intel Core Ultra 9 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; Microsoft Office Home & Student 2021; 1 Year Onsite Warranty,Bank Offer
Lenovo Workstation P14s Intel Core i7 12th Gen 1260P - (16 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics)...,123472,17% off,149845,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; 3 Year Premier Support,"Upto ₹22,000 Off on Exchange"
Lenovo Yoga Slim 7 Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) 13IRP8 Thin and Lig...,123390,29% off,174890,Intel Core i7 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 33.78 cm (13.3 Inch) Touchscreen Display; 1 Year Carry-in Warranty,"Upto ₹22,000 Off on Exchange"
HP Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15-fe0011TX Laptop,123299,7% off,132727,Intel Core i7 Processor (13th Gen); 16 GB LPDDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Touchscreen Display; 1 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
Samsung Galaxy Book4 Pro Evo AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) NP960X...,122990,24% off,163289,Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 inch) Touchscreen Display; MS Office Home and Student 2021; 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"Upto ₹22,000 Off on Exchange"
DELL 16 Intel Core 7 240H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050) Ali...,122990,19% off,151875,Intel Core 7 Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 $inch) Display; 1 Year Onsite Hardware Service,Bank Offer
Lenovo LOQ 2025 Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,122990,24% off,162090,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; Office Home 2024 + Lenovo AI Now; 1 Year Onsite Warranty,Bank Offer
MSI Summit E13FlipEvo Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) Summit E13FlipEv...,122990,25% off,165990,Intel Core i7 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 34.04 cm (13.4 Inch) Display; 2 Year Carry-in Warranty,"Upto ₹25,000 Off on Exchange"
Lenovo LOQ 2025 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,122990,24% off,162090,Intel Core i7 Processor (14th Gen); 16 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; Office Home 2024 + Lenovo AI Now; 1 Year Onsite Warranty,"Upto ₹29,000 Off on Exchange"
Lenovo LOQ 2025 AMD Ryzen 7 Octa Core 250 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,122490,19% off,152290,AMD Ryzen 7 Octa Core Processor; 24 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; Office Home 2024 + Lenovo AI Now; 1 Year Onsite Warranty,Bank Offer
"ASUS Zenbook 14 OLED (2025) with Touch Screen, Backlit Keyboard, Full Metal Body, Intel Core Ultra 9 2...",122437,28% off,170990,"Intel Core Ultra 9 Processor; 32 GB LPDDR5X RAM; Windows 11 Home Operating System; 1 TB SSD; 35.56 cm (14 Inch) Touchscreen Display; Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), 
McAfee? 1 year, One-Month Membership of Adobe Creative Cloud All Apps; 1 Year Onsite warranty",Bank Offer
Samsung Galaxy Book5 AI Metal Intel Core Ultra 7 255U - (32 GB/1 TB SSD/Windows 11 Home) NP750XHD Thin...,121889,17% off,146990,Intel Core Ultra 7 Processor; 32 GB LPDDR5X RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; MS Office Home and Student 2024; 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"Upto ₹22,000 Off on Exchange"
HP Intel Intel Core i5 10th Gen 1035G4 - (8 GB/512 GB SSD/Windows 10 Pro) 13-aw0211TU 2 in 1 Laptop,121000,20% off,152042,"Intel Core i5 Processor (10th Gen); 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 512 GB SSD; 33.78 cm (13.3 inch) Touchscreen Display; HP Audio Switch, HP Documentation, HP e-Service, HP JumpStart, HP Support Assistant, HP Connection Optimizer, HP Command Center, HP PC Hardware Diagnostics Windows; 1 Year Onsite Warranty","Upto ₹22,000 Off on Exchange"
MSI Katana 15 HX B14 Intel Core i7 14650HX - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,120990,2% off,123990,Intel Core i7 Processor; 16 GB DDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 2 Year On-Site Warranty,Bank Offer
Acer Nitro 16 AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,120790,18% off,148999,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 1 Year Onsite Warranty,Bank Offer
Lenovo Legion 5 Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,120490,31% off,174890,Intel Core i7 Processor (13th Gen); 24 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Carry-in Warranty,Bank Offer
Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap...,120000,16% off,142999,Intel Core i7 Processor (14th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; 1 Year Carry-in Warranty,Bank Offer
HP OMEN AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,119990,9% off,133318,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.89 cm (16.1 inch) Display; 1 Year Onsite warranty,"Upto ₹22,000 Off on Exchange"
HP OMEN Intel Core i7 13th Gen 13700HX - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,119990,32% off,176490,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 40.89 cm (16.1 Inch) Display; 1 Year Onsite Warranty,Bank Offer
MSI Stealth 15 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,119990,26% off,162990,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Carry-in Warranty,Top Discount of the Sale
"ASUS Vivobook S15 OLED Powered, Intel EVO H Series, AI PC, Full Metal Body, Intel Core Ultra 9 185H - ...",119990,21% off,152990,Intel Core Ultra 9 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; Microsoft Office Home & Student 2021; 1 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
MSI Summit E13 Evo AI PC Intel Core Ultra 7 1st Gen 155H - (32 GB/1 TB SSD/Windows 11 Home) Summit E13...,119990,25% off,159990,Intel Core Ultra 7 Processor (1st Gen); 32 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 33.78 cm (13.3 inch) Touchscreen Display; 2 Year Warranty Term,"Upto ₹26,000 Off on Exchange"
Acer Predator Helios Neo 14 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graph...,119990,25% off,161999,Intel Core Ultra 7 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 36.83 cm (14.5 inch) Display; 1 Year Carry-in Warranty,"Upto ₹22,000 Off on Exchange"
DELL XPS 13 Intel Core i7 8th Gen 8550U - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Lapto...,119990,13% off,139104,Intel Core i7 Processor (8th Gen); 16 GB DDR3 RAM; 64 bit Windows 10 Operating System; 512 GB SSD; 33.78 cm (13.3 inch) Display; Microsoft Office Home and Student 2016; 1 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
Acer Aspire 3D 15 SpatialLabs Edition Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Hom...,119990,20% off,150999,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Carry-in Warranty,"Upto ₹22,000 Off on Exchange"
ASUS Intel Core Ultra 7 14th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX3405MA-PZ751WS Laptop,119990,11% off,135000,Intel Core Ultra 7 Processor (14th Gen); 16 GB LPDDR5X RAM; Windows 11 Home Operating System; 1 TB SSD; 35.56 cm (14 inch) Touchscreen Display; 1 YEAR INTERNATIONAL,Bank Offer
"ASUS Vivobook S15 OLED Powered, Intel EVO H Series, AI PC, Full Metal Body, Intel Core Ultra 9 185H - ...",119990,21% off,152990,Intel Core Ultra 9 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; Microsoft Office Home & Student 2021; 1 Year Onsite Warranty,"Upto ₹22,000 Off on Exchange"
HP OMEN Intel Core 7 240H - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050) 16-...,119989,17% off,146134,Intel Core 7 Processor; 24 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 40.64 cm (16 Inch) Display; MS Office Home 2024 + MISC PC Game Pass DA 3M; 1 Year Onsite Warranty,"Upto ₹27,000 Off on Exchange"
Lenovo Yoga Pro 7 2.8K OLED AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graph...,119900,40% off,202890,Intel Core Ultra 7 Processor; 16 GB LPDDR5X RAM; Windows 11 Home Operating System; 1 TB SSD; 36.83 cm (14.5 inch) Display; Office Home & Student 2021; 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,Lowest Price Live
HP Victus Intel Core i7 11th Gen 11800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,119299,4% off,125143,Intel Core i7 Processor (11th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 40.89 cm (16.1 inch) Display; Microsoft Office Home & Student 2019; 1 Year Onsite Warranty,Bank Offer
ASUS Zenbook Flip 14 OLED Intel H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 ...,119100,3% off,122990,Intel Core i5 Processor (12th Gen); 16 GB LPDDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 inch) Touchscreen Display; 1 Year Onsite Warranty,Bank Offer
HP Omen AMD Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,118299,3% off,122560,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 41.15 cm (16.2 Inch) Touchscreen Display; 1 Year Onsite Warranty,Bank Offer
"ASUS Vivobook S 15 OLED Powered, Intel EVO H Series, AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/W...",118000,12% off,135000,Intel Core Ultra 7 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; Microsoft Office Home & Student 2021; 1 Year Onsite Warranty,Bank Offer
Lenovo ThinkPad E14 Intel Intel Core i5 12th Gen 1235U - (16 GB/1 TB SSD/Windows 11 Home) TP E14 Gen 4...,117932,5% off,125000,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Display; 1 Year Onsite Warranty,Bank Offer
Lenovo LOQ Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,116990,13% off,135000,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; Microsoft Office Home & Student 2021; 1Yr Warranty and 1 Yr Accidental Damage Protection,Bank Offer
